Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
195739.1771,550.0,2.320915014,5,814.85,47.49,10.0,28.34,19.55,97.15,1.89,5.75,7.84,6.69,0,3,0,1,-1,257140.7288,0
150830.2384,550.0,1.796173542,2,492.41,8.63,7.28,96.15,24.97,93.85,2.26,2.01,4.59,5.39,1,4,1,1,20,44826.26429,0
215742.7482,550.0,1.0,5,210.44,41.76,8.85,69.84,7.09,95.69,1.29,3.89,7.73,8.2,0,1,0,1,26,92543.22644,0
342115.0793,1466.77,3.078264912,3,862.44,56.45,8.77,12.44,19.77,89.13,1.32,5.76,2.61,2.73,0,1,0,1,11,467686.5835,1
398962.6882,829.74,1.842109064,4,740.29,7.17,10.0,10.99,34.49,95.51,0.69,4.82,4.18,2.7,0,3,0,1,24,435751.7904,1
174835.0863,661.34,1.994637758,3,652.11,44.51,5.52,10.59,3.48,89.48,1.74,4.13,5.24,5.37,0,2,0,1,12,160888.6307,0
509505.0897,1670.89,3.533836205,2,272.95,47.21,6.99,32.07,22.69,97.78,1.7,6.37,10.0,5.0,0,2,1,1,14,449468.0738,1
215340.6198,550.0,1.0,2,1129.59,33.31,4.53,145.51,40.53,92.32,1.35,3.27,4.04,5.24,1,1,0,2,28,118040.6465,0
384455.619,784.31,2.214263707,3,1012.43,37.14,7.14,54.89,6.54,89.89,2.03,7.07,9.26,7.87,0,1,1,1,13,330777.6192,1
268927.7861,550.0,2.685210629,3,652.27,14.79,7.6,4.84,13.41,95.65,0.94,8.67,7.65,7.09,0,4,0,1,4,315626.4274,0
148770.5336,550.0,1.0,4,88.3,29.27,9.79,11.33,36.13,97.17,1.46,3.67,5.69,4.82,0,0,0,1,25,125208.9685,0
170641.265,1578.36,1.875565541,2,25.03,68.22,6.01,66.93,0.38,88.98,1.79,6.97,6.68,6.8,1,3,0,2,16,140307.0887,0
126944.0027,930.07,1.141800113,1,290.71,30.15,6.13,45.87,19.92,91.91,1.19,3.45,4.51,3.99,1,1,1,1,14,65581.55281,0
331485.0916,550.0,3.507343964,5,747.14,26.02,10.0,39.25,24.72,90.29,1.39,5.64,6.13,7.1,0,1,0,1,13,244739.5445,1
337103.3805,1544.14,1.0,3,686.88,46.05,7.07,69.78,4.81,91.96,1.44,7.42,10.0,8.28,0,3,0,1,13,276742.857,1
122436.7116,550.0,1.528832085,3,263.71,7.25,7.99,51.74,2.29,88.33,1.45,2.54,5.21,4.65,0,0,0,1,11,33154.04599,0
191530.8126,550.0,3.555690204,3,193.33,23.38,8.3,107.01,12.61,99.9,1.33,5.61,4.46,4.32,0,1,1,1,17,103625.2398,0
404050.905,1320.61,2.136641677,4,483.65,34.88,10.0,111.94,35.85,99.51,0.86,7.27,10.0,9.02,0,4,1,1,13,452739.7733,1
340568.4586,982.87,2.100869448,3,495.4,17.54,7.62,56.15,34.62,98.12,1.69,5.51,3.37,8.52,0,3,1,2,38,307436.6769,1
412065.7793,870.7,3.266328221,4,836.51,15.37,8.67,9.7,12.46,96.04,0.02,8.8,3.85,4.8,0,4,1,1,16,426775.9364,1
325302.9332,1408.84,2.462349474,3,451.37,4.96,10.0,15.97,10.1,91.61,1.03,7.77,6.32,8.77,0,3,0,1,11,674243.2779,1
163579.3966,561.54,3.811442591,2,573.31,56.63,7.45,125.84,33.07,97.38,2.62,6.09,8.6,8.73,0,1,0,1,17,101324.5966,0
352065.9162,950.65,2.662698985,3,606.46,42.78,7.53,38.43,11.12,85.11,1.78,5.33,7.25,10.0,0,4,0,2,14,256861.9169,1
271197.4971,609.92,1.810292101,1,314.15,1.63,2.53,68.06,23.45,93.01,1.87,2.33,2.78,5.09,0,4,1,1,16,180239.127,0
537768.8483,659.36,2.636757297,4,221.75,45.75,8.02,73.51,15.5,96.12,0.59,5.19,2.98,4.25,0,3,0,1,12,455253.5625,1
339846.8397,550.0,1.510798584,4,31.28,79.44,5.56,22.87,43.68,91.83,1.67,4.38,2.81,6.68,1,4,0,2,27,206257.3529,1
300158.0896,1644.94,3.358326898,4,1206.59,42.01,4.78,41.64,24.32,91.61,1.76,7.47,1.69,2.51,1,4,0,1,3,369149.6639,1
557080.2338,1008.9,3.86612899,4,604.24,34.79,6.08,3.98,12.23,96.47,1.56,4.77,6.93,7.25,0,0,0,1,17,423403.7187,1
145540.6955,859.02,1.479502689,3,471.27,41.98,6.56,44.95,17.82,99.9,0.8,4.2,10.0,10.0,0,4,1,1,20,108906.1765,0
679097.4556,2010.62,2.857315408,4,483.35,5.37,8.71,37.36,2.15,94.15,1.65,9.91,7.82,8.67,0,3,1,1,11,753488.3626,1
169471.5239,1069.49,1.230458103,3,757.58,37.84,4.4,46.86,5.73,80.9,1.57,5.82,4.25,5.12,0,3,0,1,10,89824.60649,0
166006.2892,869.37,1.326361307,4,998.29,61.37,7.06,79.2,42.54,95.03,1.28,3.93,7.28,6.83,0,2,0,1,16,77836.40852,0
210645.6183,550.0,1.0,4,672.37,44.25,8.65,32.3,11.91,96.5,1.66,2.22,4.47,5.14,1,2,0,1,16,84620.08278,0
236275.3324,632.37,2.315761564,3,804.15,38.96,6.82,19.22,22.32,99.9,1.0,3.03,3.23,4.84,0,1,0,1,18,249761.8952,0
195380.3873,550.0,1.0,3,201.96,40.06,4.59,44.27,14.3,95.1,1.85,2.95,2.91,4.27,0,0,1,1,13,92216.48251,1
168395.9918,550.0,2.771258121,2,761.76,17.39,6.32,65.28,2.02,99.9,1.29,6.15,3.12,7.24,0,1,0,1,15,150016.3787,0
646044.7923,1628.4,2.88028503,3,929.5,28.95,9.3,8.32,13.45,99.9,0.47,8.19,4.18,4.25,0,2,0,1,18,608530.543,1
670334.3299,1399.82,2.598938029,5,546.74,7.05,7.8,21.09,10.19,98.56,1.15,7.07,7.15,6.39,0,0,0,1,7,555020.7178,1
219438.7073,1294.79,1.0,4,622.3,44.34,10.0,1.96,0.18,93.82,1.03,3.78,7.27,6.13,1,0,0,1,16,237207.7276,0
307105.4905,694.46,1.797675577,3,358.04,48.21,6.02,49.09,47.46,98.44,1.89,5.99,5.91,3.21,0,4,1,2,46,243341.0341,1
134447.8725,838.09,1.0,3,226.89,42.48,4.36,46.32,28.58,94.15,1.57,1.83,7.2,5.3,0,1,1,2,25,65663.62534,0
631103.0835,1540.52,3.084923523,4,626.58,56.18,7.91,0.12,17.64,90.64,1.63,8.01,9.54,6.89,0,3,0,1,15,568596.7254,1
485993.7025,1016.55,3.648845919,4,858.46,12.71,10.0,39.27,37.92,99.58,1.06,6.74,3.79,6.99,0,4,0,1,23,356721.2944,1
344545.4984,688.09,2.982390005,3,385.88,70.9,6.38,68.12,14.36,93.53,2.24,5.22,8.86,8.24,0,2,1,1,18,182279.8859,1
516020.9028,1659.3,1.361319973,5,456.1,26.96,9.4,39.95,14.22,98.64,1.64,7.04,7.64,6.93,0,1,1,1,9,678824.4476,1
99936.5567,563.33,1.132005717,3,268.21,6.64,9.06,35.55,7.76,96.47,1.86,5.48,3.33,4.25,0,0,1,1,12,3013.856578,0
317104.3559,985.36,1.726943989,3,873.14,55.3,7.33,19.91,12.92,98.08,1.37,5.56,3.1,2.21,0,0,1,1,22,196533.0859,1
154177.1892,550.0,1.0,3,257.15,40.4,4.73,29.47,30.61,99.9,2.07,2.72,6.94,4.75,0,1,0,2,29,148154.9332,0
321147.6717,862.05,1.303045059,4,869.53,39.39,8.65,29.08,24.69,96.17,1.58,3.04,5.92,6.91,1,4,0,1,13,212183.1759,1
408287.9462,901.82,2.308496355,4,592.31,28.72,8.19,105.35,4.34,92.18,1.74,7.51,6.46,7.8,1,2,0,1,17,534823.9978,1
375807.7968,1376.82,1.495025997,4,636.25,44.6,8.42,43.07,33.36,86.75,1.29,5.54,6.64,6.63,0,3,1,1,22,396390.2015,1
344662.7065,643.1,1.552635809,5,1068.25,28.53,7.97,108.74,15.72,94.39,0.97,3.08,5.95,8.27,0,2,0,1,16,535156.1293,1
298680.9437,1042.03,1.230345008,3,445.34,1.43,9.8,22.71,34.04,93.68,1.16,5.01,7.52,5.86,0,3,1,1,0,210850.539,1
96016.41834,550.0,2.273355921,3,355.38,28.12,4.45,104.93,33.43,91.17,2.77,3.2,2.73,5.03,0,1,1,1,12,18234.42703,0
417295.1059,1597.38,2.987663536,4,376.09,24.5,10.0,15.7,5.79,99.9,2.39,7.02,9.11,3.68,1,2,0,2,34,455420.9381,1
110465.3245,550.0,1.0,5,757.75,24.83,7.71,74.56,12.18,96.38,0.35,5.13,6.22,6.26,0,2,1,1,16,23568.32037,0
181623.4481,1104.41,2.183057191,3,848.77,25.92,6.99,86.15,15.15,91.28,1.64,5.03,0.33,2.55,0,4,0,1,19,180548.0584,0
161126.4561,550.0,3.457376121,2,787.11,48.3,6.4,26.32,23.66,90.3,2.04,5.26,7.4,3.17,0,2,1,2,24,158814.8973,0
459692.6221,1466.08,2.773602607,4,314.2,13.91,8.95,53.19,16.75,97.0,1.73,5.9,3.18,5.45,0,3,0,1,16,489728.4116,1
288870.6199,953.36,3.102956136,2,692.27,17.44,7.74,68.46,2.89,93.25,1.98,5.21,6.59,5.63,0,2,1,1,5,153984.933,1
322453.786,813.53,1.509748325,5,870.53,40.22,7.02,75.91,4.37,97.58,1.18,5.7,9.16,6.04,0,2,0,1,11,276453.8599,1
618110.2488,1511.89,3.997280246,3,361.83,20.86,8.16,16.69,12.15,93.86,0.26,6.21,7.91,8.81,0,4,0,1,23,559738.4815,1
163298.013,611.78,3.14205824,2,779.85,9.41,5.23,39.83,13.24,95.3,1.13,3.39,6.31,5.78,0,1,1,1,7,169478.8411,0
290268.5031,1608.32,1.753059973,3,1111.4,32.16,9.3,32.37,14.37,93.45,1.53,5.25,0.5,6.18,0,2,1,1,11,292657.6862,0
669964.7707,987.0,3.556596677,4,538.63,27.97,10.0,5.77,8.94,94.58,0.71,8.09,10.0,7.27,0,2,0,1,14,448147.8504,1
154910.4527,1218.0,2.219565194,2,571.74,53.18,5.63,81.37,38.25,90.94,1.84,5.77,9.24,9.68,0,0,1,2,11,150864.3564,0
288045.5479,1099.53,1.0,3,218.94,6.51,8.43,62.5,0.22,93.26,0.82,3.46,6.0,8.68,0,3,0,1,6,223260.8404,0
486956.4901,1903.45,2.625487117,2,312.82,28.74,6.48,33.87,15.65,93.21,1.93,5.74,4.81,4.53,0,3,0,1,4,381435.706,1
109342.557,550.0,1.0,3,40.79,48.14,4.31,145.37,9.87,99.9,1.8,1.28,4.96,5.31,0,2,0,1,12,31871.40776,0
134264.7762,550.0,1.586888068,2,677.43,48.18,3.83,80.47,32.35,91.12,1.59,2.23,2.08,3.05,0,3,1,1,14,48931.77335,0
176181.3239,550.0,3.217503603,4,1076.85,4.1,8.65,3.41,14.61,99.68,1.86,6.9,10.0,9.73,0,4,1,1,23,182949.8409,0
270755.4029,917.29,1.0,2,369.9,31.68,9.11,71.93,12.41,93.45,1.05,6.09,7.93,5.74,0,3,1,1,13,240002.0467,0
354991.1055,925.34,3.234175799,2,1061.66,52.86,5.93,2.24,24.26,93.22,1.68,6.6,5.8,4.24,0,0,1,1,21,185520.2738,1
262745.4824,793.69,1.971337948,3,446.42,34.47,10.0,47.08,5.14,94.54,1.06,7.44,1.15,2.22,0,2,1,1,12,216402.4859,0
218691.7563,591.51,1.660748427,3,149.91,19.79,7.46,54.06,47.14,97.41,2.25,3.39,0.85,5.24,0,2,0,1,5,109278.1298,0
150480.8039,663.49,2.213933244,2,455.37,16.97,5.15,66.77,27.23,98.3,0.81,4.37,2.67,7.8,1,1,1,1,14,113184.446,0
244605.9014,1773.43,1.0,3,668.06,10.13,7.86,62.14,0.51,99.9,1.23,5.54,4.27,5.3,0,2,1,1,18,300420.9694,0
430986.6528,1290.08,3.25108953,3,545.48,40.42,6.71,69.25,35.93,86.9,0.82,5.49,2.64,4.24,1,0,0,1,4,336821.9024,0
320403.0603,915.16,3.496440954,2,190.94,42.14,6.91,55.82,47.98,93.39,1.23,3.88,4.53,8.08,0,1,0,1,19,197961.5921,1
539832.9873,1666.59,4.317384667,1,899.5,23.97,9.47,38.74,8.91,99.9,0.96,7.52,2.05,4.77,0,1,1,1,10,380699.0874,1
306655.055,550.0,1.337630765,3,319.65,8.59,8.18,3.36,14.24,97.18,0.73,5.17,5.17,7.34,0,0,0,1,17,249008.2782,1
523320.7973,1521.72,2.001836397,4,243.93,54.28,10.0,65.67,11.91,99.41,1.73,8.24,5.79,3.89,1,3,0,1,7,498542.0941,1
316592.6204,1386.37,1.732594418,3,590.93,48.09,7.14,44.33,4.47,99.9,1.14,6.34,6.99,7.65,0,4,1,2,61,263865.5095,1
573920.1164,1920.34,1.151180693,3,972.2,35.77,10.0,21.24,15.79,98.4,1.77,6.96,5.57,6.99,0,3,1,1,20,381845.5453,1
375742.0057,1063.04,2.105705566,3,611.67,38.75,8.12,23.34,8.28,95.22,2.36,6.64,10.0,6.26,0,0,0,1,8,340035.3588,1
146907.4989,837.14,1.216579482,2,591.95,37.98,5.26,27.55,33.47,94.23,0.95,2.75,6.07,3.05,0,1,0,1,6,86593.78091,0
263931.7455,758.47,1.0,3,233.15,45.77,4.69,1.05,29.78,89.96,1.17,3.01,2.89,3.18,0,1,0,1,13,237253.1826,1
353025.8068,1805.62,1.0,2,398.34,33.12,8.99,104.0,19.23,99.9,1.12,4.45,9.81,6.02,0,3,0,1,19,260101.8669,1
251772.1898,1410.31,3.535258018,2,275.38,32.4,8.82,13.88,7.01,91.88,0.26,5.52,6.27,7.21,1,3,1,1,6,304227.7269,0
207601.5597,904.42,1.063157929,3,334.34,30.02,5.32,59.97,20.21,86.83,1.33,5.5,3.7,8.75,0,4,0,1,7,109717.6017,0
269144.7304,948.18,3.356351663,2,122.42,27.35,5.85,8.22,37.12,95.61,1.14,6.97,7.33,6.45,0,4,0,2,31,297613.9704,0
210121.9913,756.78,2.113764842,4,1119.42,60.31,6.79,12.68,10.76,99.9,1.33,4.74,4.92,2.55,0,0,1,1,17,144308.5631,0
258971.5503,652.06,1.369922378,2,468.82,14.55,7.35,76.46,26.9,97.01,0.99,6.45,4.54,4.49,1,4,1,1,14,186561.027,0
391482.9572,1260.83,3.97070113,3,790.43,51.64,6.5,17.87,2.45,95.98,1.93,5.58,10.0,8.42,1,1,0,1,11,292755.523,1
157501.3561,907.68,1.764941106,3,140.1,11.86,7.47,0.83,13.9,95.21,1.03,4.97,4.83,6.95,0,3,0,1,8,138757.8915,0
394713.9116,965.69,2.995738568,4,657.99,55.69,7.95,83.45,13.75,98.09,2.33,4.97,8.89,7.77,0,1,0,1,9,495897.6888,1
334952.6535,1342.51,1.930868173,4,418.09,39.6,4.63,89.1,29.53,89.85,1.41,3.06,6.57,4.99,0,4,1,1,2,486856.5137,0
225913.5844,825.1,4.220691599,2,1158.99,64.25,6.68,36.68,24.23,96.93,0.9,6.82,2.49,4.92,1,0,0,2,38,421392.4962,0
397043.65,933.54,2.791542213,3,403.69,52.34,5.87,73.09,13.36,93.01,1.8,5.22,9.86,6.75,0,0,0,1,15,224043.0615,0
448315.3875,1325.96,3.018469634,3,876.35,13.03,10.0,55.88,8.51,94.91,0.66,7.64,5.46,4.87,0,0,0,1,15,420059.0146,1
393215.7564,550.0,2.562340726,3,311.49,6.83,5.72,39.72,2.0,99.9,1.47,6.13,7.02,6.07,0,1,0,1,11,269412.3903,1
341377.1702,1196.66,1.0,3,803.69,14.05,6.1,31.45,17.73,98.48,2.07,4.82,4.3,6.03,0,4,0,2,43,276602.8802,1
268339.2621,659.38,4.124479716,3,1021.37,7.48,6.39,8.77,37.24,92.56,0.78,6.31,7.14,6.82,1,3,0,2,48,506533.7958,0
154037.7848,1196.62,1.720730878,2,321.42,37.55,5.56,70.51,22.53,98.11,1.37,6.89,4.5,5.46,1,3,1,1,10,130582.2818,0
218450.2049,1855.66,1.677383727,2,627.71,57.65,8.06,61.98,21.63,98.65,1.17,4.07,3.6,2.32,0,4,0,1,33,232763.4339,0
408043.3866,1362.44,3.287241569,3,1264.2,14.43,7.43,92.36,36.86,94.79,0.58,8.11,10.0,10.0,0,1,0,1,17,633783.7663,1
284888.1118,1136.32,1.375598264,4,379.05,46.79,10.0,26.16,9.91,99.5,1.44,4.46,6.75,9.17,0,4,0,1,12,392510.6525,1
423341.9493,627.24,3.888439517,3,1104.18,12.29,6.31,52.29,25.13,99.9,0.96,5.09,10.0,8.56,0,1,0,1,22,374900.6761,1
474191.9659,1275.93,2.675422319,3,480.66,5.58,7.83,44.22,3.7,99.68,1.74,7.08,6.9,5.33,1,0,0,1,10,470642.6979,1
414412.5618,883.15,1.288352805,4,96.79,6.41,6.7,14.19,7.22,94.55,0.67,6.57,10.0,6.19,0,1,1,1,10,300867.4928,1
122880.1573,550.0,1.138436229,3,687.41,30.2,4.66,29.25,29.36,90.49,1.79,2.08,7.48,6.71,0,3,0,1,15,86752.74501,0
557984.5278,1325.14,1.380066668,4,176.86,51.31,7.01,5.75,2.39,86.76,1.35,6.73,8.56,6.53,1,0,1,2,6,651145.1154,1
607294.1805,1914.64,1.278973828,4,215.49,41.18,9.01,43.47,17.02,98.08,0.97,7.96,10.0,7.68,1,3,0,1,15,672145.4537,1
335858.8406,1330.52,1.630532976,3,902.12,29.26,7.76,15.98,12.12,99.9,1.07,5.13,10.0,7.02,0,1,1,1,10,215385.4444,1
295980.5785,1852.27,1.157452027,3,329.49,25.56,10.0,7.53,27.03,91.82,2.4,8.14,9.28,5.29,0,3,1,1,20,321810.0561,1
226944.7235,2061.42,1.0,2,570.44,0.75,8.5,74.53,10.03,96.38,1.38,6.03,10.0,6.9,0,0,0,1,18,289964.3689,0
198055.0008,782.19,1.035980422,3,488.57,77.61,5.8,68.26,9.85,88.85,2.11,5.36,2.56,5.99,1,0,0,2,25,103108.878,0
183263.5271,550.0,2.04827679,2,546.45,27.57,5.29,45.95,17.76,99.1,2.07,3.44,2.31,5.12,0,1,0,1,20,79582.8815,0
202699.6241,550.0,1.355317906,3,403.52,1.88,5.33,50.01,14.23,90.74,1.5,3.54,5.95,10.0,1,1,0,1,14,140857.3856,0
339524.9233,1421.46,3.54475307,3,87.38,14.46,7.26,61.86,33.12,96.1,2.28,5.65,8.2,6.81,0,4,1,1,8,374149.5865,1
174828.6599,681.75,1.445189813,4,671.24,41.98,4.92,2.59,22.86,95.41,0.84,4.91,6.94,6.83,0,4,0,1,11,165874.6309,0
278794.3901,1136.23,1.88214982,4,634.95,54.97,6.07,19.17,6.92,95.79,1.72,5.6,5.85,4.8,0,0,0,1,7,324830.0812,0
250630.2176,952.71,1.305258238,4,313.49,28.18,8.56,37.67,10.43,87.72,0.88,5.9,6.2,5.13,0,3,0,1,13,457628.1775,0
261312.3182,704.82,1.0,3,492.72,3.62,6.2,4.59,31.73,92.79,1.64,3.6,2.66,2.98,0,0,0,1,7,138159.0506,0
422554.5828,1229.6,3.026930576,4,669.56,48.59,6.79,70.98,10.22,99.9,0.48,7.42,9.26,7.07,1,1,0,1,21,286337.2223,1
134058.0544,550.0,2.892894233,2,902.64,18.54,4.88,79.95,10.27,91.38,0.97,3.95,6.08,5.46,0,0,1,1,21,96629.1285,0
550774.8003,1360.67,2.422366557,4,941.43,17.12,7.33,3.16,5.15,98.74,1.88,4.6,5.92,8.24,0,0,0,1,8,405077.5331,1
409313.7256,1295.36,3.81972069,3,482.35,20.82,9.72,27.45,11.15,96.79,1.61,6.69,5.63,7.81,0,1,0,1,11,525388.6465,1
240754.6703,550.0,2.696962723,3,31.81,42.39,6.41,131.09,11.39,99.9,1.04,6.42,5.01,6.37,0,2,0,1,14,253004.762,0
228166.625,795.85,1.0,4,470.16,44.62,5.19,52.44,21.81,98.08,1.16,5.76,4.8,4.81,0,1,0,1,9,227924.5633,0
279091.9309,1530.02,1.310494482,4,175.19,45.09,9.03,101.8,27.47,92.41,2.36,5.18,5.77,4.86,1,0,0,2,6,331009.6354,1
219969.8851,1080.68,1.578955233,2,872.12,41.76,3.95,5.22,15.77,89.54,1.44,4.23,7.62,0.85,0,1,0,1,15,150225.268,0
485007.0675,1724.11,2.165729143,2,670.39,30.88,6.96,55.69,21.31,91.94,1.55,7.03,4.91,5.27,0,3,0,2,32,287659.6499,1
213896.1784,550.0,3.276078857,2,174.87,34.25,8.09,52.45,5.62,94.87,1.86,8.69,6.24,6.3,0,0,0,1,8,214486.983,0
339933.3714,838.11,4.379021126,2,599.05,5.5,10.0,83.72,2.03,93.94,0.84,6.62,7.79,3.71,1,3,0,2,26,438612.6875,1
343577.4217,1206.11,1.0,3,433.88,40.39,7.68,35.12,8.83,94.14,1.21,3.89,3.26,6.49,1,2,0,1,12,223214.5217,1
173320.6069,626.39,1.0,4,304.24,28.35,7.64,41.71,13.39,98.33,2.08,5.32,2.11,3.9,0,4,0,1,24,151235.7966,0
244642.5188,834.23,3.28414431,3,551.58,19.97,6.52,64.65,19.2,82.62,2.04,3.25,8.81,6.97,0,4,0,2,29,305484.4248,0
292193.1024,893.13,1.0,3,583.54,5.23,8.86,26.45,2.73,98.94,1.02,2.8,5.14,4.14,0,1,0,1,-2,170923.6931,1
332640.5204,981.69,2.827611509,2,519.5,27.1,8.66,94.85,6.18,98.63,1.87,8.24,1.75,4.05,0,4,0,1,10,215091.3302,1
233971.9901,550.0,1.0,4,499.04,68.61,7.11,31.79,22.87,86.13,1.49,5.05,10.0,4.47,0,1,1,1,14,227155.8673,0
478799.9918,1040.5,1.602571713,4,398.24,21.78,7.81,33.69,7.56,93.19,0.79,3.9,5.42,7.85,0,0,1,1,19,283558.7731,1
448803.6599,2157.15,1.012467163,3,1365.4,8.59,5.32,4.12,2.39,87.44,0.82,3.78,4.62,4.21,0,0,1,1,13,482252.8017,1
260356.7383,1139.91,1.293593232,2,256.02,20.86,7.06,106.9,29.96,93.6,1.12,4.96,5.79,6.7,0,4,0,1,15,174467.6482,0
353477.4283,1655.56,3.223624288,3,928.97,28.7,6.14,35.97,10.95,92.26,1.44,5.43,3.61,5.61,0,0,0,1,9,402477.0423,1
153535.3657,690.05,1.0,1,446.66,51.78,5.87,71.1,26.58,92.91,1.11,2.79,1.56,4.32,0,0,1,1,19,91337.67333,0
138310.3571,873.35,1.0,2,422.64,51.86,4.49,54.69,28.58,99.9,1.45,1.99,3.83,5.79,0,0,1,1,10,38146.02878,0
248472.5921,902.42,1.0,5,59.04,28.28,9.12,15.21,23.94,95.48,1.98,10.0,8.15,6.4,0,0,0,1,13,299097.4464,0
220143.6872,1335.59,1.605689015,2,566.17,36.23,9.46,5.54,31.97,97.01,1.27,4.66,6.39,3.02,1,4,0,2,24,224453.3926,1
454144.7834,1367.63,2.772316639,2,44.28,41.83,7.59,18.4,7.33,94.34,1.12,7.64,0.56,3.59,1,0,0,1,15,384581.9658,0
273012.2059,756.26,2.606518177,5,104.8,37.59,7.4,35.28,7.57,95.53,0.96,5.6,5.61,6.35,0,1,1,1,17,364701.8037,0
301173.9556,638.38,1.465766762,4,710.83,46.29,10.0,101.86,1.33,95.93,1.59,8.61,6.79,6.33,1,0,1,1,21,262166.6519,1
113258.5348,811.36,1.441117284,3,1036.7,21.54,6.68,0.41,18.5,88.53,1.39,4.68,8.07,6.49,0,4,1,1,11,33502.16591,0
248824.7521,1929.26,1.0,2,972.95,11.12,8.75,72.24,10.01,97.07,2.17,5.8,5.28,6.42,1,2,0,1,14,127870.0669,0
209251.238,1457.32,1.455427405,3,742.46,45.73,4.9,9.24,36.09,98.31,1.46,4.03,0.8,1.89,0,3,0,1,8,236965.1233,0
653440.5314,1273.03,3.040830336,5,525.41,47.08,10.0,69.36,22.67,95.25,0.89,8.56,8.8,3.39,0,2,0,1,14,602529.484,1
334343.3332,1118.55,1.843407167,4,416.48,20.32,9.44,69.87,24.46,98.71,0.41,5.86,6.08,4.6,1,3,0,1,14,482579.8184,1
379378.2464,1228.67,1.748903643,3,255.69,20.08,7.81,137.5,18.17,91.63,0.84,3.0,0.09,4.19,1,0,0,1,10,417785.7389,0
436973.091,1042.11,1.182183299,4,378.48,53.36,6.44,36.26,15.08,94.14,1.73,7.17,6.55,6.42,0,2,1,1,15,265844.5453,1
305092.5135,1274.02,2.058710274,4,97.38,43.73,6.17,10.14,18.42,96.76,2.08,8.08,0.26,4.0,0,4,1,2,50,545995.3007,1
129904.8224,550.0,1.0,3,1005.13,9.31,5.24,45.68,9.01,99.9,0.53,5.47,1.87,6.12,0,0,0,1,12,19781.70618,0
380018.3714,1125.46,3.102663032,4,998.37,2.09,5.08,35.6,15.42,94.99,1.9,8.07,10.0,9.45,1,4,1,1,8,397726.5402,1
268007.5101,784.56,2.075916165,4,1061.5,3.64,9.38,2.66,5.48,97.77,1.19,7.62,9.81,7.1,1,2,1,1,12,294394.8671,0
819756.8075,1364.97,3.197284143,4,220.55,24.85,7.92,6.96,2.73,95.31,1.85,4.6,7.49,9.82,0,1,1,2,39,560246.9477,0
273769.0828,1473.2,4.342154715,3,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,0,3,0,1,11,460532.137,0
257554.7764,550.0,1.672318385,3,25.58,63.9,9.06,108.67,3.53,95.43,1.09,3.7,10.0,6.81,1,1,1,1,8,174072.1772,0
313416.7277,1406.94,1.574780276,3,1166.61,46.11,8.47,41.97,31.71,89.92,1.71,4.93,10.0,7.0,0,2,1,1,12,443215.2919,1
382919.7319,1041.4,3.181325045,3,54.97,80.06,7.51,67.24,36.56,99.9,0.81,3.43,6.2,7.48,0,4,0,2,28,252309.1071,1
351121.5052,818.83,1.0,4,845.29,44.12,4.35,8.02,40.61,99.9,1.13,2.79,4.6,6.95,0,0,1,1,16,250706.267,1
161470.8323,550.0,2.299606283,3,520.05,36.28,4.1,57.42,26.9,95.08,1.31,2.75,8.77,5.92,1,3,0,1,12,192472.5039,0
276114.303,792.58,1.0,4,809.23,39.59,4.94,14.98,2.07,99.9,1.11,3.55,2.91,1.27,1,1,1,1,12,313559.377,0
231074.2306,550.0,2.177793579,1,463.41,23.73,8.01,13.78,0.49,99.9,1.45,2.92,5.35,8.87,1,4,1,2,21,156635.1808,0
433475.4898,671.38,1.028600172,5,504.15,17.83,7.48,35.76,1.22,89.65,0.88,6.29,10.0,6.48,0,0,0,1,23,428104.5703,1
281180.6138,1099.56,1.507324874,3,432.09,31.18,7.66,77.51,16.49,92.35,1.5,4.39,3.57,6.43,0,4,0,2,23,343415.2069,1
666173.327,1300.36,5.807238734,4,761.02,19.48,10.0,32.73,9.1,99.9,1.46,5.43,4.9,5.1,0,2,0,2,9,502558.6249,1
230932.7864,735.26,1.0,3,418.56,49.61,5.12,59.51,23.78,99.16,1.37,4.1,0.67,5.88,0,4,1,1,7,145479.2199,0
405354.2239,1591.98,3.135391608,3,624.6,10.27,6.87,44.55,1.69,99.9,1.37,3.92,5.56,6.21,0,1,0,1,14,451542.8544,1
278062.661,1438.77,2.625165708,4,176.24,24.06,6.69,3.31,21.36,93.02,1.24,5.78,6.85,4.38,0,0,0,1,14,390299.3172,1
176999.8564,565.41,1.268746649,4,17.27,36.49,5.39,0.27,17.53,91.39,1.29,2.57,6.88,5.94,0,1,1,1,14,134927.1016,0
280736.3999,897.88,2.791093228,5,292.13,10.98,10.0,39.69,13.39,94.46,1.6,5.25,2.78,3.9,0,3,0,1,11,381114.9193,1
767721.1084,1153.69,1.0,6,509.64,0.81,10.0,63.0,27.35,99.9,1.52,4.86,10.0,9.32,0,2,0,1,13,519361.5227,1
395909.7504,564.0,1.591763299,4,195.69,21.15,7.45,18.27,2.27,95.96,0.89,6.04,10.0,7.8,0,1,0,2,34,448262.0995,0
